Ⅰ型免疫母细胞性淋巴腺病,氰化物烧伤及合并中毒
Ⅰ型免疫母细胞性淋巴腺病,露阴癖
Ⅰ型免疫母细胞性淋巴腺病,氰化物烧伤及合并中毒
Ⅰ型免疫母细胞性淋巴腺病,露阴癖
Ⅳ型肾小管性酸中毒,高血压
Ⅳ型肾小管性酸中毒,龟头发黑
Ⅳ型肾小管性酸中毒,阵发性狂笑
Ⅳ型肾小管性酸中毒,血精
Ⅳ型肾小管性酸中毒,舞蹈病样动作
Ⅳ型肾小管性酸中毒,情感麻痹
Ⅳ型肾小管性酸中毒,高血压
Ⅳ型肾小管性酸中毒,龟头发黑
Ⅳ型肾小管性酸中毒,阵发性狂笑
Ⅳ型肾小管性酸中毒,血精
Ⅳ型肾小管性酸中毒,舞蹈病样动作
Ⅳ型肾小管性酸中毒,情感麻痹
c胰岛功能性β细胞瘤,注意障碍
c胰岛功能性β细胞瘤,阴茎短
c胰岛功能性β细胞瘤,严重情绪障碍
c胰岛功能性β细胞瘤,睡眠障碍
c胰岛功能性β细胞瘤,迫害妄想
c胰岛功能性β细胞瘤,注意障碍
c胰岛功能性β细胞瘤,阴茎短
c胰岛功能性β细胞瘤,严重情绪障碍
c胰岛功能性β细胞瘤,睡眠障碍
c胰岛功能性β细胞瘤,迫害妄想
Friedreich共济失调症,盲袋阴道
Friedreich共济失调症,盲袋阴道
Goodpasture综合征,高血压
Goodpasture综合征,龟头发黑
Goodpasture综合征,阵发性狂笑
Goodpasture综合征,血精
Goodpasture综合征,舞蹈病样动作
Goodpasture综合征,情感麻痹
Goodpasture综合征,高血压
Goodpasture综合征,龟头发黑
Goodpasture综合征,阵发性狂笑
Goodpasture综合征,血精
Goodpasture综合征,舞蹈病样动作
Goodpasture综合征,情感麻痹
Reiter综合征,躯体依赖性
Reiter综合征,劳累后遗精
Reiter综合征,躯体依赖性
Reiter综合征,劳累后遗精
X联锁鱼鳞病,恋尸型性变态
X联锁鱼鳞病,恋尸型性变态
安卡性肾炎,高血压
安卡性肾炎,龟头发黑
