瑞格列奈片,瑞格列奈
瑞格列奈片,苯甲酸
格列吡嗪缓释片,格列吡嗪
盐酸二甲双胍肠溶胶囊,盐酸二甲双胍
盐酸吡格列酮片,盐酸吡格列酮
格列齐特缓释片,格列齐特
盐酸苯乙双胍片,盐酸苯乙双胍
格列美脲分散片,格列美脲
格列美脲胶囊,格列美脲
马来酸罗格列酮片,马来酸罗格列酮
罗格列酮钠片,罗格列酮钠
格列吡嗪分散片,格列吡嗪
盐酸罗格列酮片,盐酸罗格列酮
甲硝唑片,甲硝唑
奥硝唑分散片,奥硝唑
奥硝唑胶囊,奥硝唑
更昔洛韦胶囊,更昔洛韦
肠内营养混悬液(SP),水
肠内营养混悬液(SP),麦芽糊精
肠内营养混悬液(SP),乳清蛋白水解物
肠内营养混悬液(SP),植物油
肠内营养混悬液(SP),维生素
肠内营养混悬液(SP),矿物质
肠内营养混悬液(TPF),水
肠内营养混悬液(TPF),麦芽糊精
肠内营养混悬液(TPF),酪蛋白
肠内营养混悬液(TPF),植物油
肠内营养混悬液(TPF),膳食纤维
肠内营养混悬液(TPF),矿物质
热炎宁颗粒(正清),蒲公英
热炎宁颗粒(正清),虎杖
热炎宁颗粒(正清),北败酱
热炎宁颗粒(正清),半枝莲
开塞露,甘油
开塞露,纯化水
麻仁润肠丸,火麻仁
麻仁润肠丸,苦杏仁(去皮炒)
麻仁润肠丸,大黄
麻仁润肠丸,木香
麻仁润肠丸,陈皮
麻仁润肠丸,白芍
聚乙二醇散,聚乙二醇
麻仁润肠丸,蜂蜜
乳果糖口服溶液,乳果糖
乳果糖口服溶液,半乳糖
乳果糖口服溶液,乳糖
麻仁软胶囊,火麻仁
麻仁软胶囊,苦杏仁
麻仁软胶囊,大黄
麻仁软胶囊,枳实（炒）
麻仁软胶囊,厚朴（姜制）
麻仁软胶囊,白芍（炒）
麻仁软胶囊,氢化棕榈油
麻仁软胶囊,蜂蜡
麻仁软胶囊,磷脂
麻仁软胶囊,色拉油
蓖麻油,蓖麻
酚酞片,酚酞
舒肝健胃丸,厚朴（姜制）
舒肝健胃丸,香附（醋制）
舒肝健胃丸,白芍（麸炒）
舒肝健胃丸,柴胡（醋制）
舒肝健胃丸,青皮（醋炒）
舒肝健胃丸,香橼
舒肝健胃丸,陈皮
舒肝健胃丸,檀香
舒肝健胃丸,豆蔻
舒肝健胃丸,枳壳
舒肝健胃丸,鸡内金（炒）
舒肝健胃丸,槟榔
舒肝健胃丸,延胡索（醋炒）
舒肝健胃丸,五灵脂（醋制）
舒肝健胃丸,牵牛子（炒）
舒肝健胃丸,桃胶
比沙可啶栓,比沙可啶
比沙可啶栓,硬脂
氯雷他定糖浆,氯雷他定
氯雷他定糖浆,丙二醇
氯雷他定糖浆,丙三醇
氯雷他定糖浆,一水柠檬酸
氯雷他定糖浆,苯甲酸钠
氯雷他定糖浆,砂糖
鼻炎康片,广藿香
鼻炎康片,苍耳子
鼻炎康片,鹅不食草
鼻炎康片,麻黄
鼻炎康片,野菊花
鼻炎康片,当归
鼻炎康片,黄芩
鼻炎康片,猪胆粉
鼻炎康片,薄荷油
鼻炎康片,马来酸氯苯那敏
鼻炎康片,二氧化硅
鼻炎康片,氢氧化铝
鼻炎康片,淀粉
鼻炎康片,滑石粉
鼻炎康片,麦芽糊精
鼻炎康片,聚乙烯醇
鼻炎康片,磷脂
鼻炎康片,黄原胶
鼻炎康片,着色剂
千柏鼻炎片,千里光
千柏鼻炎片,卷柏
千柏鼻炎片,羌活
千柏鼻炎片,决明子
千柏鼻炎片,麻黄
千柏鼻炎片,川芎
千柏鼻炎片,白芷
鼻炎灵片,苍耳子（炒黄）
鼻炎灵片,辛夷
鼻炎灵片,黄芩
鼻炎灵片,白芷
鼻炎灵片,川贝母
鼻炎灵片,细辛
鼻炎灵片,淡豆豉
鼻炎灵片,薄荷脑
通窍鼻炎片,炒苍耳子
通窍鼻炎片,防风
通窍鼻炎片,黄芪
通窍鼻炎片,白芷
通窍鼻炎片,辛夷
通窍鼻炎片,炒白术
通窍鼻炎片,薄荷
通窍鼻炎片,硬脂酸镁
通窍鼻炎片,包衣粉
苍耳子鼻炎胶囊,苍耳子浸膏粉
苍耳子鼻炎胶囊,石膏浸膏粉
苍耳子鼻炎胶囊,白芷浸膏粉
苍耳子鼻炎胶囊,冰片
苍耳子鼻炎胶囊,辛夷花挥发油
苍耳子鼻炎胶囊,薄荷脑
